card_name,card_id,image_id,image_index,image_url,filename,status
Break! Draw!,63851864,63851864,1,https://images.ygoprodeck.com/images/cards/63851864.jpg,63851864-break-draw.jpg,downloaded
Breaker the Dark Magical Warrior,22923081,22923081,1,https://images.ygoprodeck.com/images/cards/22923081.jpg,22923081-breaker-the-dark-magical-warrior.jpg,downloaded
Breaker the Magical Warrior,71413901,71413901,1,https://images.ygoprodeck.com/images/cards/71413901.jpg,71413901-breaker-the-magical-warrior.jpg,downloaded
Breaking of the World,69217334,69217334,1,https://images.ygoprodeck.com/images/cards/69217334.jpg,69217334-breaking-of-the-world.jpg,downloaded
Breakthrough!,96218085,96218085,1,https://images.ygoprodeck.com/images/cards/96218085.jpg,96218085-breakthrough.jpg,downloaded
Breakthrough Skill,78474168,78474168,1,https://images.ygoprodeck.com/images/cards/78474168.jpg,78474168-breakthrough-skill.jpg,downloaded
Breath of Acclamation,44221928,44221928,1,https://images.ygoprodeck.com/images/cards/44221928.jpg,44221928-breath-of-acclamation.jpg,downloaded
Breath of Light,20101223,20101223,1,https://images.ygoprodeck.com/images/cards/20101223.jpg,20101223-breath-of-light.jpg,downloaded
Breath of Resurrection,64018647,64018647,1,https://images.ygoprodeck.com/images/cards/64018647.jpg,64018647-breath-of-resurrection.jpg,downloaded
Breath of the Tistina,58882608,58882608,1,https://images.ygoprodeck.com/images/cards/58882608.jpg,58882608-breath-of-the-tistina.jpg,downloaded
Breeze the Electrovore of Rkunas,80222045,80222045,1,https://images.ygoprodeck.com/images/cards/80222045.jpg,80222045-breeze-the-electrovore-of-rkunas.jpg,downloaded
Bright Future,24707869,24707869,1,https://images.ygoprodeck.com/images/cards/24707869.jpg,24707869-bright-future.jpg,downloaded
Bri Synchron,52840598,52840598,1,https://images.ygoprodeck.com/images/cards/52840598.jpg,52840598-bri-synchron.jpg,downloaded
Bright Star Dragon,16719802,16719802,1,https://images.ygoprodeck.com/images/cards/16719802.jpg,16719802-bright-star-dragon.jpg,downloaded
"Brightest, Blazing, Branded King",19271881,19271881,1,https://images.ygoprodeck.com/images/cards/19271881.jpg,19271881-brightest-blazing-branded-king.jpg,downloaded
Brilliant Fusion,7394770,7394770,1,https://images.ygoprodeck.com/images/cards/7394770.jpg,7394770-brilliant-fusion.jpg,downloaded
Brigrand the Glory Dragon,34848821,34848821,1,https://images.ygoprodeck.com/images/cards/34848821.jpg,34848821-brigrand-the-glory-dragon.jpg,downloaded
Brilliant Rose,61011438,61011438,1,https://images.ygoprodeck.com/images/cards/61011438.jpg,61011438-brilliant-rose.jpg,downloaded
Brinegir,2102065,2102065,1,https://images.ygoprodeck.com/images/cards/2102065.jpg,2102065-brinegir.jpg,downloaded
Brilliant Spark,3105404,3105404,1,https://images.ygoprodeck.com/images/cards/3105404.jpg,3105404-brilliant-spark.jpg,downloaded
"Brionac, Dragon of the Ice Barrier",50321796,50321796,1,https://images.ygoprodeck.com/images/cards/50321796.jpg,50321796-brionac-dragon-of-the-ice-barrier.jpg,downloaded
"Brionac, the Magical Ice Dragon",65892310,65892310,1,https://images.ygoprodeck.com/images/cards/65892310.jpg,65892310-brionac-the-magical-ice-dragon.jpg,downloaded
Brohunder,27217742,27217742,1,https://images.ygoprodeck.com/images/cards/27217742.jpg,27217742-brohunder.jpg,downloaded
Broken Bamboo Sword,41587307,41587307,1,https://images.ygoprodeck.com/images/cards/41587307.jpg,41587307-broken-bamboo-sword.jpg,downloaded
Broken Blocker,60930169,60930169,1,https://images.ygoprodeck.com/images/cards/60930169.jpg,60930169-broken-blocker.jpg,downloaded
Broken Line,88086137,88086137,1,https://images.ygoprodeck.com/images/cards/88086137.jpg,88086137-broken-line.jpg,downloaded
Broomy,57985393,57985393,1,https://images.ygoprodeck.com/images/cards/57985393.jpg,57985393-broomy.jpg,downloaded
Brotherhood of the Fire Fist - Bear,6353603,6353603,1,https://images.ygoprodeck.com/images/cards/6353603.jpg,6353603-brotherhood-of-the-fire-fist-bear.jpg,downloaded
Brotherhood of the Fire Fist - Boar,66762372,66762372,1,https://images.ygoprodeck.com/images/cards/66762372.jpg,66762372-brotherhood-of-the-fire-fist-boar.jpg,downloaded
Brotherhood of the Fire Fist - Cardinal,58504745,58504745,1,https://images.ygoprodeck.com/images/cards/58504745.jpg,58504745-brotherhood-of-the-fire-fist-cardinal.jpg,downloaded
Brotherhood of the Fire Fist - Caribou,93751476,93751476,1,https://images.ygoprodeck.com/images/cards/93751476.jpg,93751476-brotherhood-of-the-fire-fist-caribou.jpg,downloaded
Brotherhood of the Fire Fist - Coyote,49785720,49785720,1,https://images.ygoprodeck.com/images/cards/49785720.jpg,49785720-brotherhood-of-the-fire-fist-coyote.jpg,downloaded
Brotherhood of the Fire Fist - Buffalo,92572371,92572371,1,https://images.ygoprodeck.com/images/cards/92572371.jpg,92572371-brotherhood-of-the-fire-fist-buffalo.jpg,downloaded
Brotherhood of the Fire Fist - Dragon,43748308,43748308,1,https://images.ygoprodeck.com/images/cards/43748308.jpg,43748308-brotherhood-of-the-fire-fist-dragon.jpg,downloaded
Brotherhood of the Fire Fist - Eagle,46241344,46241344,1,https://images.ygoprodeck.com/images/cards/46241344.jpg,46241344-brotherhood-of-the-fire-fist-eagle.jpg,downloaded
Brotherhood of the Fire Fist - Eland,61472381,61472381,1,https://images.ygoprodeck.com/images/cards/61472381.jpg,61472381-brotherhood-of-the-fire-fist-eland.jpg,downloaded
Brotherhood of the Fire Fist - Gorilla,70355994,70355994,1,https://images.ygoprodeck.com/images/cards/70355994.jpg,70355994-brotherhood-of-the-fire-fist-gorilla.jpg,downloaded
Brotherhood of the Fire Fist - Hawk,17475251,17475251,1,https://images.ygoprodeck.com/images/cards/17475251.jpg,17475251-brotherhood-of-the-fire-fist-hawk.jpg,downloaded
Brotherhood of the Fire Fist - Elephant,98093548,98093548,1,https://images.ygoprodeck.com/images/cards/98093548.jpg,98093548-brotherhood-of-the-fire-fist-elephant.jpg,downloaded
Brotherhood of the Fire Fist - Horse Prince,74168099,74168099,1,https://images.ygoprodeck.com/images/cards/74168099.jpg,74168099-brotherhood-of-the-fire-fist-horse-prince.jpg,downloaded
Brotherhood of the Fire Fist - Kirin,89856523,89856523,1,https://images.ygoprodeck.com/images/cards/89856523.jpg,89856523-brotherhood-of-the-fire-fist-kirin.jpg,downloaded
Brotherhood of the Fire Fist - Lion Emperor,37057743,37057743,1,https://images.ygoprodeck.com/images/cards/37057743.jpg,37057743-brotherhood-of-the-fire-fist-lion-emperor.jpg,downloaded
Brotherhood of the Fire Fist - Leopard,39699564,39699564,1,https://images.ygoprodeck.com/images/cards/39699564.jpg,39699564-brotherhood-of-the-fire-fist-leopard.jpg,downloaded
Brotherhood of the Fire Fist - Peacock,20265095,20265095,1,https://images.ygoprodeck.com/images/cards/20265095.jpg,20265095-brotherhood-of-the-fire-fist-peacock.jpg,downloaded
Brotherhood of the Fire Fist - Ram,62694833,62694833,1,https://images.ygoprodeck.com/images/cards/62694833.jpg,62694833-brotherhood-of-the-fire-fist-ram.jpg,downloaded
Brotherhood of the Fire Fist - Panda,35488287,35488287,1,https://images.ygoprodeck.com/images/cards/35488287.jpg,35488287-brotherhood-of-the-fire-fist-panda.jpg,downloaded
Brotherhood of the Fire Fist - Rhino,66084673,66084673,1,https://images.ygoprodeck.com/images/cards/66084673.jpg,66084673-brotherhood-of-the-fire-fist-rhino.jpg,downloaded
Brotherhood of the Fire Fist - Raven,44860890,44860890,1,https://images.ygoprodeck.com/images/cards/44860890.jpg,44860890-brotherhood-of-the-fire-fist-raven.jpg,downloaded
Brotherhood of the Fire Fist - Rooster,30929786,30929786,1,https://images.ygoprodeck.com/images/cards/30929786.jpg,30929786-brotherhood-of-the-fire-fist-rooster.jpg,downloaded
Brotherhood of the Fire Fist - Snake,75132317,75132317,1,https://images.ygoprodeck.com/images/cards/75132317.jpg,75132317-brotherhood-of-the-fire-fist-snake.jpg,downloaded
Brotherhood of the Fire Fist - Spirit,1662004,1662004,1,https://images.ygoprodeck.com/images/cards/1662004.jpg,1662004-brotherhood-of-the-fire-fist-spirit.jpg,downloaded
Brotherhood of the Fire Fist - Swallow,2521011,2521011,1,https://images.ygoprodeck.com/images/cards/2521011.jpg,2521011-brotherhood-of-the-fire-fist-swallow.jpg,downloaded
Brotherhood of the Fire Fist - Swan,93877990,93877990,1,https://images.ygoprodeck.com/images/cards/93877990.jpg,93877990-brotherhood-of-the-fire-fist-swan.jpg,downloaded
Brotherhood of the Fire Fist - Wolf,93294869,93294869,1,https://images.ygoprodeck.com/images/cards/93294869.jpg,93294869-brotherhood-of-the-fire-fist-wolf.jpg,downloaded
Brotherhood of the Fire Fist - Tiger King,96381979,96381979,1,https://images.ygoprodeck.com/images/cards/96381979.jpg,96381979-brotherhood-of-the-fire-fist-tiger-king.jpg,downloaded
"Broww, Huntsman of Dark World",79126789,79126789,1,https://images.ygoprodeck.com/images/cards/79126789.jpg,79126789-broww-huntsman-of-dark-world.jpg,downloaded
Brushfire Knight,36569343,36569343,1,https://images.ygoprodeck.com/images/cards/36569343.jpg,36569343-brushfire-knight.jpg,downloaded
"Brron, Mad King of Dark World",6214884,6214884,1,https://images.ygoprodeck.com/images/cards/6214884.jpg,6214884-brron-mad-king-of-dark-world.jpg,downloaded
Brutal Beast Battle,36809777,36809777,1,https://images.ygoprodeck.com/images/cards/36809777.jpg,36809777-brutal-beast-battle.jpg,downloaded
Brutal Potion,30155789,30155789,1,https://images.ygoprodeck.com/images/cards/30155789.jpg,30155789-brutal-potion.jpg,downloaded
Brute Enforcer,63503850,63503850,1,https://images.ygoprodeck.com/images/cards/63503850.jpg,63503850-brute-enforcer.jpg,downloaded
Bubble Barrier,79777187,79777187,1,https://images.ygoprodeck.com/images/cards/79777187.jpg,79777187-bubble-barrier.jpg,downloaded
Bubble Blaster,53586134,53586134,1,https://images.ygoprodeck.com/images/cards/53586134.jpg,53586134-bubble-blaster.jpg,downloaded
Bubble Crash,61622107,61622107,1,https://images.ygoprodeck.com/images/cards/61622107.jpg,61622107-bubble-crash.jpg,downloaded
Bubble Bringer,58531587,58531587,1,https://images.ygoprodeck.com/images/cards/58531587.jpg,58531587-bubble-bringer.jpg,downloaded
Bubble Shuffle,61968753,61968753,1,https://images.ygoprodeck.com/images/cards/61968753.jpg,61968753-bubble-shuffle.jpg,downloaded
Bubble Illusion,80075749,80075749,1,https://images.ygoprodeck.com/images/cards/80075749.jpg,80075749-bubble-illusion.jpg,downloaded
Bubonic Vermin,6104968,6104968,1,https://images.ygoprodeck.com/images/cards/6104968.jpg,6104968-bubonic-vermin.jpg,downloaded
Buerillabaisse de Nouvelles,26223582,26223582,1,https://images.ygoprodeck.com/images/cards/26223582.jpg,26223582-buerillabaisse-de-nouvelles.jpg,downloaded
Bug Emergency,10971759,10971759,1,https://images.ygoprodeck.com/images/cards/10971759.jpg,10971759-bug-emergency.jpg,downloaded
Bug Signal,47185546,47185546,1,https://images.ygoprodeck.com/images/cards/47185546.jpg,47185546-bug-signal.jpg,downloaded
Bug Matrix,86643777,86643777,1,https://images.ygoprodeck.com/images/cards/86643777.jpg,86643777-bug-matrix.jpg,downloaded
Buio the Dawn's Light,19000848,19000848,1,https://images.ygoprodeck.com/images/cards/19000848.jpg,19000848-buio-the-dawn-s-light.jpg,downloaded
Bujin Arasuda,23979249,23979249,1,https://images.ygoprodeck.com/images/cards/23979249.jpg,23979249-bujin-arasuda.jpg,downloaded
Bujin Hirume,9418365,9418365,1,https://images.ygoprodeck.com/images/cards/9418365.jpg,9418365-bujin-hirume.jpg,downloaded
Bujin Hiruko,70026064,70026064,1,https://images.ygoprodeck.com/images/cards/70026064.jpg,70026064-bujin-hiruko.jpg,downloaded
Bujin Mahitotsu,92586237,92586237,1,https://images.ygoprodeck.com/images/cards/92586237.jpg,92586237-bujin-mahitotsu.jpg,downloaded
Bujin Mikazuchi,53678698,53678698,1,https://images.ygoprodeck.com/images/cards/53678698.jpg,53678698-bujin-mikazuchi.jpg,downloaded
Bujin Regalia - The Jewel,63049052,63049052,1,https://images.ygoprodeck.com/images/cards/63049052.jpg,63049052-bujin-regalia-the-jewel.jpg,downloaded
Bujin Regalia - The Mirror,35183853,35183853,1,https://images.ygoprodeck.com/images/cards/35183853.jpg,35183853-bujin-regalia-the-mirror.jpg,downloaded
Bujin Yamato,32339440,32339440,1,https://images.ygoprodeck.com/images/cards/32339440.jpg,32339440-bujin-yamato.jpg,downloaded
Bujin Torifune,29981935,29981935,1,https://images.ygoprodeck.com/images/cards/29981935.jpg,29981935-bujin-torifune.jpg,downloaded
Bujin Regalia - The Sword,30338466,30338466,1,https://images.ygoprodeck.com/images/cards/30338466.jpg,30338466-bujin-regalia-the-sword.jpg,downloaded
Bujincarnation,73906480,73906480,1,https://images.ygoprodeck.com/images/cards/73906480.jpg,73906480-bujincarnation.jpg,downloaded
Bujincandescence,68045685,68045685,1,https://images.ygoprodeck.com/images/cards/68045685.jpg,68045685-bujincandescence.jpg,downloaded
Bujincident,11221418,11221418,1,https://images.ygoprodeck.com/images/cards/11221418.jpg,11221418-bujincident.jpg,downloaded
Bujinfidel,66727115,66727115,1,https://images.ygoprodeck.com/images/cards/66727115.jpg,66727115-bujinfidel.jpg,downloaded
Bujingi Boar,42551040,42551040,1,https://images.ygoprodeck.com/images/cards/42551040.jpg,42551040-bujingi-boar.jpg,downloaded
Bujingi Centipede,88940154,88940154,1,https://images.ygoprodeck.com/images/cards/88940154.jpg,88940154-bujingi-centipede.jpg,downloaded
Bujingi Crane,68601507,68601507,1,https://images.ygoprodeck.com/images/cards/68601507.jpg,68601507-bujingi-crane.jpg,downloaded
Bujingi Fox,23857661,23857661,1,https://images.ygoprodeck.com/images/cards/23857661.jpg,23857661-bujingi-fox.jpg,downloaded
Bujingi Crow,89662736,89662736,1,https://images.ygoprodeck.com/images/cards/89662736.jpg,89662736-bujingi-crow.jpg,downloaded
Bujingi Ibis,16157341,16157341,1,https://images.ygoprodeck.com/images/cards/16157341.jpg,16157341-bujingi-ibis.jpg,downloaded
Bujingi Hare,59251766,59251766,1,https://images.ygoprodeck.com/images/cards/59251766.jpg,59251766-bujingi-hare.jpg,downloaded
Bujingi Ophidian,94096616,94096616,1,https://images.ygoprodeck.com/images/cards/94096616.jpg,94096616-bujingi-ophidian.jpg,downloaded
Bujingi Peacock,50474354,50474354,1,https://images.ygoprodeck.com/images/cards/50474354.jpg,50474354-bujingi-peacock.jpg,downloaded
Bujingi Quilin,69723159,69723159,1,https://images.ygoprodeck.com/images/cards/69723159.jpg,69723159-bujingi-quilin.jpg,downloaded
Bujingi Raven,11958188,11958188,1,https://images.ygoprodeck.com/images/cards/11958188.jpg,11958188-bujingi-raven.jpg,downloaded
Bujingi Pavo,10860121,10860121,1,https://images.ygoprodeck.com/images/cards/10860121.jpg,10860121-bujingi-pavo.jpg,downloaded
Bujingi Sinyou,56574543,56574543,1,https://images.ygoprodeck.com/images/cards/56574543.jpg,56574543-bujingi-sinyou.jpg,downloaded
Bujingi Swallow,86868952,86868952,1,https://images.ygoprodeck.com/images/cards/86868952.jpg,86868952-bujingi-swallow.jpg,downloaded
Bujingi Warg,80555062,80555062,1,https://images.ygoprodeck.com/images/cards/80555062.jpg,80555062-bujingi-warg.jpg,downloaded
Bujingi Turtle,5818294,5818294,1,https://images.ygoprodeck.com/images/cards/5818294.jpg,5818294-bujingi-turtle.jpg,downloaded
Bujingi Wolf,32202803,32202803,1,https://images.ygoprodeck.com/images/cards/32202803.jpg,32202803-bujingi-wolf.jpg,downloaded
Bujinki Ahashima,71095768,71095768,1,https://images.ygoprodeck.com/images/cards/71095768.jpg,71095768-bujinki-ahashima.jpg,downloaded
Bujinki Amaterasu,68618157,68618157,1,https://images.ygoprodeck.com/images/cards/68618157.jpg,68618157-bujinki-amaterasu.jpg,downloaded
Bujintei Tsukuyomi,73289035,73289035,1,https://images.ygoprodeck.com/images/cards/73289035.jpg,73289035-bujintei-tsukuyomi.jpg,downloaded
Bujintei Kagutsuchi,1855932,1855932,1,https://images.ygoprodeck.com/images/cards/1855932.jpg,1855932-bujintei-kagutsuchi.jpg,downloaded
Bujintervention,55599882,55599882,1,https://images.ygoprodeck.com/images/cards/55599882.jpg,55599882-bujintervention.jpg,downloaded
Bujintei Susanowo,75840616,75840616,1,https://images.ygoprodeck.com/images/cards/75840616.jpg,75840616-bujintei-susanowo.jpg,downloaded
Bujinunity,33611061,33611061,1,https://images.ygoprodeck.com/images/cards/33611061.jpg,33611061-bujinunity.jpg,downloaded
Bull Blader,36088082,36088082,1,https://images.ygoprodeck.com/images/cards/36088082.jpg,36088082-bull-blader.jpg,downloaded
Bunilla,69380702,69380702,1,https://images.ygoprodeck.com/images/cards/69380702.jpg,69380702-bunilla.jpg,downloaded
Bunch of Beast Bodies,19974890,19974890,1,https://images.ygoprodeck.com/images/cards/19974890.jpg,19974890-bunch-of-beast-bodies.jpg,downloaded
Bunny Ear Enthusiast,39643167,39643167,1,https://images.ygoprodeck.com/images/cards/39643167.jpg,39643167-bunny-ear-enthusiast.jpg,downloaded
Burgeoning Whirlflame,86690572,86690572,1,https://images.ygoprodeck.com/images/cards/86690572.jpg,86690572-burgeoning-whirlflame.jpg,downloaded
Burden of the Mighty,44947065,44947065,1,https://images.ygoprodeck.com/images/cards/44947065.jpg,44947065-burden-of-the-mighty.jpg,downloaded
Burglar,6297941,6297941,1,https://images.ygoprodeck.com/images/cards/6297941.jpg,6297941-burglar.jpg,downloaded
Burgundy the Magic Elf,89974735,89974735,1,https://images.ygoprodeck.com/images/cards/89974735.jpg,89974735-burgundy-the-magic-elf.jpg,downloaded
Burial from a Different Dimension,48976825,48976825,1,https://images.ygoprodeck.com/images/cards/48976825.jpg,48976825-burial-from-a-different-dimension.jpg,downloaded
"Burner, Dragon Ruler of Sparks",53797637,53797637,1,https://images.ygoprodeck.com/images/cards/53797637.jpg,53797637-burner-dragon-ruler-of-sparks.jpg,downloaded
Burning Bamboo Sword,55870497,55870497,1,https://images.ygoprodeck.com/images/cards/55870497.jpg,55870497-burning-bamboo-sword.jpg,downloaded
Burning Beast,59364406,59364406,1,https://images.ygoprodeck.com/images/cards/59364406.jpg,59364406-burning-beast.jpg,downloaded
Burning Dragon,8085950,8085950,1,https://images.ygoprodeck.com/images/cards/8085950.jpg,8085950-burning-dragon.jpg,downloaded
Burning Draw,46898368,46898368,1,https://images.ygoprodeck.com/images/cards/46898368.jpg,46898368-burning-draw.jpg,downloaded
Burning Skull Head,26293219,26293219,1,https://images.ygoprodeck.com/images/cards/26293219.jpg,26293219-burning-skull-head.jpg,downloaded
Burning Land,24294108,24294108,1,https://images.ygoprodeck.com/images/cards/24294108.jpg,24294108-burning-land.jpg,downloaded
